year,month,corn_production,ammophos_price,ammosul_price,complete_price,urea_price,temp,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,sealevelpressure,visibility,solarradiation,uvindex,severerisk,cloudcover,conditions,farmgate_corngrains_price,wholesale_corngrits_price,wholesale_corngrains_price
2025,1,692.0000035386911,471.84716983422186,342.7679233384479,517.3687663910532,530.9270854405913,27.771723476632708,23.746628022164874,79.88428556785989,4.970846012499763,51.53714940998634,4.189650689957375,33.61999611017244,16.71531029623287,1009.8714159986225,12.283922173660244,210.13595889384942,7.326003434336911,20.278455812873883,73.86828539420677,1.4605241820256154,6.880589003715784,11.664124305257701,6.416028938041393
2025,2,2434.85898212788,1183.4761775795487,653.1282368056272,1311.82719159696,1260.4734779528808,28.09197227728825,24.51664522870458,81.76391594627839,5.759413965622784,62.73229450438339,4.81780709296288,26.992231722138627,16.338333504198715,1009.0230145072228,10.68289585675302,206.2150011462345,7.384915102109886,25.905221612973676,73.40127807528903,1.7399858220478777,12.432238228831295,24.06637255743476,16.454560471566083
2025,3,1537.8635180721903,654.2777644972775,392.78779799074255,707.8608977254262,691.052642320843,27.954792045397532,24.18926793969334,80.87587725051024,5.278190100874397,54.706863274467196,3.962184173578521,31.61179761276,15.366857627703098,1009.2140524688465,12.720236641928068,206.7716528406745,7.313511294768745,22.56731545157379,75.13192147248084,1.5266675202026576,7.963571081323892,13.71569201288662,8.80029078163318
2025,4,2432.262920883455,1281.2333040403828,710.0722502811404,1428.1198495996578,1374.215716530991,28.068646369188727,24.467613863057654,81.71742119756031,5.796746838178976,63.823732677220505,5.080259858544252,26.23513898774545,17.01357258524547,1009.1806768023846,10.076982003032299,207.83002193344873,7.433067280122231,26.193895521126773,72.46953954929147,1.7755961892462722,13.391416059149265,26.371743996917758,17.95436222666285
2025,5,2553.9016033484295,1497.7313039765286,785.5020506924484,1671.9571672853344,1585.6350966248647,27.979614387347233,24.367722393854915,81.82778410689096,5.830634335115306,63.30956109923227,4.857637423819256,24.069740296463245,17.741911029845937,1009.4746524261108,10.463968394327367,218.92249454841203,7.797677960863155,27.43526327374614,70.51988886740779,1.7827763530217666,15.295190910106157,30.17600060448126,21.2849708960444
2025,6,598.5132063692945,392.18703561715665,223.19659535417304,407.26842725444294,382.64108290751756,27.631139739883395,23.59246114500014,79.89852902545397,4.754989377790864,44.687426289031464,2.746324983599891,33.552267522054606,15.750077932226702,1010.0140978933184,15.412232000334825,225.47061168030268,7.81234662656442,20.486056973816794,73.65854393994503,1.2967884162202878,5.962859526829561,8.224536952396193,5.374312157700672
2025,7,577.6781710788418,468.54642815435,320.65369741072936,510.61398704002204,512.6381889520198,27.695202615138804,23.629625601105207,79.77488907662432,4.882198118937666,49.311181168046915,3.8198062891255518,33.46319392603971,16.79606185174248,1010.0514102179487,13.075052291026623,216.5029670306958,7.517647031527218,20.256640217793755,73.27542432721046,1.4123112035000602,6.8680134329926545,11.255588121274513,6.467883958375978
2025,8,1231.2805738239913,573.8719114384367,329.4588202925079,613.3326513880966,587.8859251585891,27.829476758593415,23.973504589132762,80.56807248562053,5.087542863438841,50.68998822586036,3.3983921316662418,32.10163420433895,15.429341253218297,1009.5059407708535,13.954807929628942,215.155371746966,7.549714697973883,21.99165969439736,74.51550180793262,1.4349306317694257,7.331128221098879,11.794125750285275,7.779293429300878
2025,9,1097.297204387236,354.62696171098287,153.51568863293505,343.6324601414817,296.9202238906,27.747571045406687,23.898731056077633,80.565658556126,4.849988137543733,43.83839391761285,1.9804023968479783,33.35401734157405,13.831613066332977,1009.4274663301106,17.088457571648973,224.10255808500006,7.830248747976185,21.519020575724195,75.65507267585318,1.2576831651251226,5.140251198955809,5.682060615362843,4.580525024995779
2025,10,489.3390425761536,392.03578348511655,221.14946587770828,408.3782914384865,382.060265744607,27.58660885346095,23.50850435816329,79.77146841155808,4.706103038205654,43.86688138469708,2.686713446531428,33.54306997091488,16.00205042284773,1010.1549388028759,15.536567891801951,228.12635356765077,7.8847615753815035,20.334836264227558,73.20174154570824,1.2812151973867003,6.027221426677727,8.300382597883072,5.440655197949525
