year,month,corn_production,ammophos_price,ammosul_price,complete_price,urea_price,temp,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,sealevelpressure,visibility,solarradiation,uvindex,severerisk,cloudcover,conditions,farmgate_corngrains_price,retail_corngrits_price,wholesale_corngrits_price
2025,1,9236.342581747784,470.97637206161744,310.28258864724194,522.0738853339644,499.0518429572112,27.71525853916272,23.637887529240746,79.7261192027105,4.990195208607979,50.1047020625565,3.6953231882731075,32.27732873714291,16.704529665626467,1010.0430177025842,13.137269005290818,231.1080936039325,7.860438336097843,16.933362162666974,71.97345362324268,1.4353869004583402,7.639484278186899,13.890039254907379,12.283576965102156
2025,2,21768.36046220061,1281.4123541460358,712.8386883633211,1398.4479804933799,1396.0713280136042,28.105113372084556,24.5862277420269,81.9952632067073,5.712261654194265,62.788175183961584,4.944965843862434,26.250283549540427,16.298167688650608,1008.9316528262074,10.570421999609948,207.78448565660437,7.399301747439779,27.11259336595389,74.76462215435174,1.7366788664000126,14.516308699331915,32.09862324486471,28.617807142011543
2025,3,17027.215259251665,662.1230061681999,392.48162994905215,715.019916820871,698.0148112271127,27.93755129957527,24.16871576060704,80.86528321275786,5.254301627415543,54.29840466887276,3.876258962061769,30.06287835370813,15.367339308004603,1009.2460645458324,12.865257541101187,221.58512244384656,7.652201179479533,22.359790675278937,74.85501913299322,1.5193333179948567,8.828837326462406,17.10357937819026,15.2937261967744
2025,4,20645.035760088547,1135.0278106294354,689.632516947946,1289.2206792243524,1281.3027709683665,28.088763483331924,24.406758000862933,81.2957890077876,5.742551167819137,64.87801000583727,5.374535391270143,28.829354712712757,17.18310583314144,1009.2104338895515,9.014065193958913,192.11364556039553,6.9593580914047095,25.671276567894317,71.45038617461296,1.801610902720526,13.10587344337361,29.909933073568823,25.603292942194457
2025,5,19759.398083329244,1759.7266339874404,933.3251817966338,1900.6961193733805,1909.9336612857223,28.06304784974243,24.612765105638385,82.50434097880164,5.845386843313129,64.66647781508914,5.359657594703805,22.897297234928203,17.591997593683118,1009.1531970783138,10.081259843737257,216.9492081067092,7.7193683940352855,27.487209691623228,74.7474906764977,1.7966394553394451,19.469336087415286,43.86695235178786,39.789469605654745
2025,6,8875.962359287209,480.9077957178597,261.67894126859755,479.59340188349597,458.8796168891422,27.68179489954072,23.701126513186367,80.14135706619605,4.844199585958286,45.849349822522754,3.009689510874864,30.534281234139257,15.677156727915133,1009.8728234206233,15.264122588429132,251.04328514668123,8.387793136353224,17.06705252984583,75.25687517027097,1.3161228049330873,7.839038448965482,12.811483913333177,12.43268182756242
2025,7,7897.974903799186,440.8892228899276,291.4057725265666,485.8122545493825,462.06378939325805,27.67447866276187,23.55678460585746,79.58410308717174,4.929997360703531,48.93033556525188,3.588503344506705,32.445133102443265,16.812683361774702,1010.1566181681236,13.421492346708646,234.94811576448956,7.954851348532799,16.046643227629282,71.86419756596149,1.4080667538361595,7.470171641338112,13.248393702775502,11.813324032613082
2025,8,14262.583766500393,482.5195484390788,306.0749608647675,523.595360014624,501.905372406065,27.85275577206705,23.954995849304797,80.34063453890428,5.102018496791295,51.71219154658843,3.635895653921949,31.487152986790647,15.513842767319545,1009.5019969067079,13.321537405474032,225.7199169191008,7.727120373635273,20.09474780733779,74.06202953456796,1.4588838971845064,7.300127402978802,13.138741977893233,11.678912190489086
2025,9,14961.67389933487,361.0418915349692,187.6414991531783,333.80028369952197,311.6622167280875,27.841013922034975,24.055339604946198,80.74454663162439,4.908400954757937,46.44928944497883,2.721547864877266,30.32915541428889,13.834222176487117,1009.1840146773002,15.934169822485273,245.5697814567775,8.23144787980388,20.490788401813113,78.0862331789973,1.3069632888152114,6.103503564575419,8.50923968936172,8.650080632958634
2025,10,7601.568440422663,466.17726665236114,256.6001817393262,466.1222702628729,444.80549079596676,27.646263325537603,23.618202074999072,79.97366345666372,4.809395764371651,45.317930440902046,3.004841721862391,30.79882529401152,15.942289469085551,1010.0067676871058,15.259431663781925,252.52567034281856,8.422665649485538,16.230250828411037,74.75797842767724,1.3067034805510573,7.808341515308484,12.701088330511311,12.316798763830207
