year,month,corn_production,ammophos_price,ammosul_price,complete_price,urea_price,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,sealevelpressure,visibility,solarradiation,uvindex,severerisk,cloudcover,conditions,retail_corngrits_price,wholesale_corngrits_price,wholesale_corngrains_price
2025,1,925.1632404784905,506.8212888393973,318.22835391708577,550.9377236745349,557.6502547184136,31.519724895378403,24.25761908963314,27.662942481251385,23.583778072020323,79.80831360075264,4.9515561160486,47.47840337332923,3.284258872985294,31.1665520840142,16.990151571460217,1010.0535414982569,13.562213174867225,238.57166954427248,7.911882037537808,16.976016142280884,71.89377690896242,1.4185641512368505,16.473803068207644,13.237868352667988,8.636481234123039
2025,2,6878.7122104049195,1360.8893269804503,776.0590259664859,1496.7693134251022,1446.9828574915518,32.2205418531703,24.75401624598198,28.191514324208697,24.73044040916065,82.05612575467426,5.767647976662296,67.09524524127494,5.665087796287452,27.772077392185736,15.7323769257697,1008.8706383132667,10.09136186592076,203.17157266175354,7.264054180429007,20.523508214691617,75.68791488731677,1.7626342965456665,34.91433561446411,30.162299419999158,18.48325426675308
2025,3,2447.583840672276,709.7465843986793,418.8927347923636,762.6435339555901,748.956630523935,31.751253175494412,24.516117971871793,27.945337236889053,24.191588685182616,80.93351301936774,5.258526167747426,54.49003615428985,3.893231908252588,30.362672963250418,15.291524516264872,1009.230688222556,12.92260299633125,224.77365842570862,7.6174219244173,18.038105541276394,75.15743359111241,1.5168104489713947,18.949860834247374,16.351581025861265,10.408238424328829
2025,4,7801.174643577542,1245.970775739239,725.8509198119464,1386.3120144682762,1376.4663008789066,32.14451693837698,24.594243996814946,28.05555341260689,24.381357722291554,81.54032686581961,5.772191817528352,62.69510639661362,4.908867583901053,27.36275313891656,17.37335418704191,1009.1952891935978,9.75258978925359,201.10526275697794,7.260855835206314,20.6080345055355,71.91687177516599,1.7690384882092545,36.093171608209104,27.951446714515896,17.643695207549058
2025,5,8852.804328780505,1440.2931278092801,834.9228984195106,1609.5688759178593,1588.2240660643656,32.250791479107214,24.60902038462952,28.061368249746536,24.404596365235847,81.61637679921434,5.854918040582902,65.54273837298248,5.471974496067084,26.698185651248252,17.99560120853249,1009.3290150192377,8.920295279574361,198.13122077911112,7.234861683075238,21.17243761218026,71.34566857949153,1.8277353033833528,41.315310425711914,32.50371801272013,20.266748135427633
2025,6,-1066.4600541997934,465.5989409749127,283.3879873896112,486.3141515303432,462.2729586787027,31.478502771937176,24.350057910188475,27.728423493713436,23.77912253634522,80.01178240540902,4.816789081449869,48.683689160308724,3.612134085993091,32.196270899681736,15.346297298559534,1009.8547409241233,14.565866066135698,246.2047955644125,8.009969044679025,16.279969946202044,75.36351081352382,1.352051294628584,11.607941882153227,12.203007385517367,7.581325608857469
2025,7,478.01813168847,426.8408222855942,276.47550427660826,464.06467736003106,478.5384162400005,31.452433151618415,24.19868597350311,27.60215587906491,23.448505894042896,79.55733897927291,4.877758037024428,45.41944572575762,3.0302573115159888,31.42644429521772,17.26836711469832,1010.1994053025903,13.825194459392492,241.66934646158415,7.972743947638122,16.671626708036428,71.2158251898718,1.3891330077992237,15.07599460424808,11.697644079822794,7.771983641402699
2025,8,1269.6026118241716,470.9705335995204,293.06352375035567,501.287056698151,511.45588799216057,31.568058495546165,24.368461116533165,27.798347317407753,23.857266650880447,80.31658455830095,5.075210774623095,48.800701968507816,3.11295748749151,31.073974184438157,15.88156073036032,1009.5425939046926,13.693466829868726,232.1544829485115,7.757027781686105,17.226741536214917,73.48086755545489,1.4370580363096224,14.574181441722658,11.530505687554296,7.721348301621219
2025,9,-1564.978807183914,426.10993434870034,248.2557179019459,420.497468796515,382.1506499806346,31.534077088208075,24.546192469339726,27.93992113709573,24.24294442994809,80.79049717844076,4.914052105789061,51.48557613464383,3.6583302579718726,32.54580526114694,13.103587763131145,1009.1069937994051,15.163810340976852,241.71101905827663,7.860841326975702,16.303499187947807,79.24027365605889,1.347984030105902,7.262117850222012,10.122362976919248,6.217045074044904
2025,10,-1260.0850176411914,509.4243787508203,306.79449753678637,535.1034144024961,502.0735339560342,31.48592494215968,24.349179514838404,27.71577278470615,23.767871388188695,79.96889610680316,4.787001194985393,49.304461862080295,3.8348421631853604,32.25220368351427,15.39856138621002,1009.9470881942734,14.535402639021243,248.17123044134541,8.051989500908576,16.23230703180957,75.56838296263777,1.3496416353721443,12.271145187752154,13.384055798743361,8.163770609568473
2025,11,34.09264410554897,526.7724705289402,301.6587277549115,530.3793427646015,495.59437845768844,31.673150050832927,24.66390449228099,28.086730153241874,24.532198514991585,81.38876505164332,5.14764395466468,54.690258821308866,3.7638860609748406,31.736594393550945,12.624763174023542,1008.6477867153361,14.50832074158268,230.33650075772266,7.638270659877705,17.149462875683582,79.87656315740139,1.4256786971352007,9.77194749220962,11.481427851520948,7.190518770172957
2025,12,762.5218563491944,444.24918264088774,264.4116976215919,449.10673093354853,442.58144837242435,31.631040340906768,24.572616568275354,28.016292295107455,24.338184630712313,81.12172218538805,5.174826638248213,51.91710976220497,3.2171699453840894,31.41997752968183,13.584266426184115,1008.7853858654476,14.277635261599016,227.6760956532371,7.607627797052345,17.265635224566978,77.5171626504939,1.4347307518719106,10.364843023359299,9.728152681152778,6.495851561125619
