year,month,corn_production,ammophos_price,ammosul_price,complete_price,urea_price,temp,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,sealevelpressure,visibility,solarradiation,uvindex,severerisk,cloudcover,conditions,farmgate_corngrains_price,retail_corngrits_price,wholesale_corngrits_price
2025,1,5890.869340531994,505.85878136475367,324.8318444952638,560.6267770135019,536.9979118979027,27.738984299009644,23.673668994970317,79.74922351042208,5.039626567033423,50.47098468809372,3.8129215070295572,30.953563359253167,16.576208516689633,1010.0281112810178,13.220731923930089,202.98892498966688,7.0883643588779535,29.457443409261487,72.10160122636421,1.4384342746084187,8.011422324764737,13.649842216254797,12.890964083777817
2025,2,5777.158064264106,1224.1869909229936,676.5955356753475,1342.373160997813,1313.5931923192184,28.065132123190697,24.559575565937408,82.11087343027273,5.671059685438323,61.916150367859245,4.718408624028768,22.73183148479029,16.438363382943066,1008.9284825056751,10.651751367493603,202.93205178136805,7.254395278111801,32.28708847176358,75.09889235374362,1.7255950132551945,14.032079419106992,31.004450936840044,28.634084140614846
2025,3,8550.651657690294,645.6794928072559,385.12343278242406,702.7843934823832,677.5941060751647,27.95167350086444,24.17101313304473,80.79542038498683,5.234677601589979,54.65960539468915,3.951021708530277,26.820279219112763,15.347596157858447,1009.2518509587977,12.806497946484683,191.04600241690173,6.773880537160977,37.67845023865175,74.64455936440868,1.5235994859077664,8.66548533049098,16.21915484480587,15.006897821719122
2025,4,2618.827344000805,1234.2621476785425,704.9161097814867,1382.249992705183,1337.8052499869664,28.09243849824846,24.485767442075584,81.64956434271154,5.681708022380349,64.54749107164116,5.3153465940312685,27.430350730922783,17.058771840398038,1009.1407232565011,9.587894762271048,206.36725617428397,7.3849098731925835,23.400340901256186,72.77536805748389,1.7848129288827081,14.228827181503277,31.104923636258718,28.82036449526754
2025,5,3321.57638228219,1574.619478951623,846.3250701259749,1721.2504837627712,1701.3167361903252,27.95816601551425,24.503066099975797,82.6071945642461,5.856594699929616,62.55138991394915,4.8338819210723045,19.763177275732687,17.976005880407115,1009.1852594431259,9.941035025323913,220.67133440555153,7.832870994993186,26.73525309423121,74.84695270501516,1.779587335338988,17.764917090163124,40.92615761311754,37.93210412162773
2025,6,10204.705823419848,406.512575476263,243.31398609927055,411.86692198699893,411.39183636967937,27.648143621193835,23.646484802281996,80.08120611444933,4.943396041774797,45.16776268899662,2.852016332493122,25.399713108207152,15.806953531549084,1009.9025642130886,15.044553492041132,199.10905376203868,6.9117370321678635,41.21246159903512,74.91234966770344,1.3168932758493739,7.062902113995051,11.525884049224487,10.846446077259088
2025,7,5943.835423511919,472.6777643963069,306.09390290991723,521.4200968750883,500.78705656757666,27.692788761305444,23.58807820453068,79.61719969064774,4.99697417788596,49.16324035500588,3.678554436705042,30.97616648332928,16.696128413196504,1010.1428403264165,13.49878600709053,204.58614149365417,7.122218814336023,29.445863306934825,72.00807733714987,1.4104220931820421,7.808792568573551,13.02028876924146,12.342906536982241
2025,8,8650.620775806019,513.1030999469731,318.3119407508675,556.1564116694935,533.8468707946595,27.872113587357465,23.981597494860367,80.35335412789378,5.109877154604462,52.03258300769858,3.7181763292293226,28.0436109240743,15.432537992799439,1009.4902409577476,13.394179786406198,191.9758045242586,6.766565233198406,37.369902302712944,74.15615887290517,1.460724754134624,7.59860647299945,13.123472446190931,12.21123288850481
2025,9,14946.817469885806,323.13009987217083,182.92543703850242,297.0828901716159,302.2855812032067,27.79934075186468,24.005992222274823,80.76811353450357,4.964946603076321,45.51310028461148,2.4783431626170795,21.203913502759406,13.999580737503095,1009.2008853850622,15.839983856984986,182.03607789909597,6.385474450488545,54.37060997021172,78.04166614893256,1.3017134298742903,5.636521972104276,8.49403787876986,7.776232415951085
2025,10,9739.614622795954,403.65156853423105,242.52726181040634,409.4877382701379,410.08120793484704,27.60933597661355,23.56922258713767,79.95852439192552,4.923283233814253,44.502121189057334,2.8234678759218355,25.764900298820066,16.062479373355984,1010.0299430834161,15.09413184326047,201.80133910810014,6.987663595024031,39.86378936656547,74.56372024195127,1.3054223350941854,7.157912789929185,11.661220357203092,11.0157311530902
2025,11,15467.046894977568,440.19522980422335,244.57594883504862,429.90220766037237,427.1067141361418,27.968476522293685,24.344072709840646,81.35576275985069,5.119942304361018,49.844418385818926,2.852112353007783,20.149782064184365,13.39217504237871,1008.720504304463,15.036668040677,175.02985148752055,6.221443832764336,56.41672555165178,78.898153006254,1.3932626715174408,6.29806800807512,10.685092710962294,9.65230320998387
2025,12,13830.64612648706,459.71684079198894,267.43710858428676,467.6019961469792,455.1805357921985,28.006414042936715,24.34938273549987,81.18122126913254,5.145597591848038,51.85096613385099,3.2260810336819077,22.576983641840343,13.641287162478818,1008.7705266908082,14.354157411371716,175.88020916094342,6.267840093451241,51.88392586325244,77.75049680216728,1.4374464331753032,6.476396502522448,10.98721342798126,9.961830892104786
2026,1,-768.9688038546592,1031.2016736491933,640.6333424010772,1204.81022384268,1133.3338060754613,28.166401921133378,24.353257749806282,80.58609526756297,5.56702323341343,67.39882659260775,6.0771660323910055,36.27724174188211,17.206697160262422,1009.3884734831695,8.539258816267306,202.53635032058287,7.277047216860993,13.002344371244817,69.32311233811936,1.8273924840897635,12.293758286428329,25.26297041127748,23.511423403060235
